rhoYe is density times electron fraction [g/cm^3], T is temperature [MeV], mu_e is electron chemical potential [MeV]
e-(+) cap is electron (positron) capture, e-(+) dec is electron (positron) decay
For each process, first column is neutrino production [neutrinos/baryon second] and second column is energy loss [MeV/baryon second].
rhoYe     T      mu_e    e- cap                   e+ dec                   e+ cap                   e- dec                   
1.00E+01  0.001  0.509   8.9387E-08  4.2399E-07   1.5462E-02  3.8047E-02   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.009  0.453   1.7520E-08  8.3236E-08   1.5462E-02  3.8047E-02   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.017  0.377   1.2813E-08  6.0998E-08   1.5462E-02  3.8047E-02   2.0204E-277 1.0519E-278  0.0000E+00  0.0000E+00   
1.00E+01  0.034  0.205   1.0126E-08  4.8434E-08   1.5462E-02  3.8047E-02   8.0693E-140 8.4595E-141  0.0000E+00  0.0000E+00   
1.00E+01  0.060  0.008   3.8064E-08  1.8354E-07   1.5466E-02  3.8073E-02   6.1598E-81  1.1414E-81   0.0000E+00  0.0000E+00   
1.00E+01  0.086  0.000   7.3783E-07  3.5909E-06   1.5523E-02  3.8464E-02   3.7056E-58  9.9051E-59   0.0000E+00  0.0000E+00   
1.00E+01  0.129  0.000   1.0517E-05  5.2139E-05   1.6008E-02  4.1791E-02   2.6387E-40  1.0746E-40   0.0000E+00  0.0000E+00   
1.00E+01  0.172  0.000   4.8282E-05  2.4477E-04   1.7198E-02  4.9933E-02   2.8902E-31  1.5926E-31   0.0000E+00  0.0000E+00   
1.00E+01  0.259  0.000   3.0276E-04  1.6204E-03   2.1988E-02  8.2755E-02   4.4868E-22  3.8118E-22   0.0000E+00  0.0000E+00   
1.00E+01  0.431  0.000   2.3904E-03  1.4559E-02   4.0274E-02  2.0840E-01   1.7038E-14  2.5276E-14   0.0000E+00  0.0000E+00   
1.00E+01  0.862  0.000   3.7044E-02  3.0339E-01   9.5564E-02  5.8880E-01   2.1665E-08  6.9139E-08   0.0000E+00  0.0000E+00   
1.00E+01  2.585  0.000   2.7557E+00  4.6399E+01   1.8138E-01  1.1928E+00   5.6834E-03  5.7665E-02   0.0000E+00  0.0000E+00   
1.00E+01  0.001  0.509   8.9387E-08  4.2399E-07   1.5462E-02  3.8047E-02   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
